text,label
Tôi nên mua xe máy hay xe đạp điện?,none
Có resort nào ven biển ở Cam Ranh không?,info
"Tôi muốn nghe nhạc không lời khi học, gợi ý nhé.",none
Cách sửa lỗi máy tính không vào mạng?,none
Ở Bái Đính có địa điểm nào nên ghé thăm ạ?,info
Có khách sạn nào ở Huế phù hợp cho gia đình không?,info
Bạn có thể giới thiệu về Côn Đảo không?,info
Mua iPhone ở đâu uy tín?,none
Bạn gợi ý giúp tôi vài homestay đẹp ở Cà Mau nhé.,info
BLACKPINK có mấy thành viên vậy?,none
Nhạc K-pop hiện nay có nhóm nào nổi bật?,none
Bạn có thể kể lịch sử của Sơn La không?,info
Kubernetes dùng để làm gì?,none
Bạn có thể kể truyện cười được không?,none
Ở Vũng Tàu có khách sạn nào gần điểm du lịch chính không?,info
Có cách nào học nhanh lập trình không?,none
"Tôi muốn nghe nhạc Lo-fi, gợi ý giúp với.",none
Tôi nên xem anime nào đầu tiên?,none
Đường đến Vườn quốc gia Cát Tiên có dễ đi không?,info
Từ Hà Nội đến Đảo Hòn Tre đi bằng gì tiện nhất?,info
Laptop nào tốt để chơi game?,none
Bạn biết cách làm bánh flan không?,none
Đi Đảo Hòn Tre vào cuối tuần có kẹt xe không?,info
Ai đóng vai chính trong phim Avatar?,none
Bạn có thể kể top 5 đội bóng mạnh nhất thế giới?,none
Thời tiết ở Quảng Trị tháng này thế nào?,info
Tôi muốn học trí tuệ nhân tạo thì nên bắt đầu từ đâu?,none
Bạn biết cách làm bánh flan không?,none
Sơn Tùng M-TP ra bài mới chưa?,none
Giá đồ ăn ở Đà Lạt có đắt không?,info
Ở Điện Biên có lạnh vào ban đêm không?,info
Bạn thích ca sĩ nào nhất?,none
Có món ăn nào nhất định phải thử ở Quảng Bình không?,info
Cách sử dụng Docker trên Windows?,none
Nếu đi Vũng Tàu vào mùa mưa có sao không?,info
Từ sân bay đến trung tâm Đảo Thạnh An bao xa?,info
Thời tiết ở Hà Nam tháng này thế nào?,info
Tôi nên mua xe máy hay xe đạp điện?,none
"Tôi muốn ăn hải sản ở Sơn La, bạn gợi ý giúp nhé?",info
"Tôi muốn trải nghiệm văn hóa địa phương ở Kiên Giang, nên đi đâu?",info
Metaverse là gì vậy?,none
"Bạn ơi, Côn Đảo có gì vui không?",info
Ngôn ngữ lập trình nào phổ biến nhất hiện nay?,none
Marvel sắp ra phim mới nào vậy?,none
Có thể mua đặc sản Bến Tre làm quà ở đâu?,info
Có xe buýt đi Sơn La không?,info
Bạn có biết lập trình Python không?,none
Tôi muốn học tiếng Nhật thì nên bắt đầu từ đâu?,none
Bạn có thể kể truyện cười được không?,none
Có tour nào đi Đảo Thạnh An 3 ngày 2 đêm không?,info
Tin tức mới nhất về AI là gì?,none
NBA là giải gì vậy?,none
Messi đang đá cho đội nào?,none
"Tôi muốn nghe nhạc Lo-fi, gợi ý giúp với.",none
Laptop nào tốt để chơi game?,none
Đắk Lắk có món nào hợp với người ăn chay không?,info
Từ Sài Gòn đi Fansipan mất bao lâu?,info
Cách tính điểm trong bóng rổ là sao?,none
Laptop nào tốt để chơi game?,none
Có thể mua đặc sản Hội An làm quà ở đâu?,info
Bạn có thể kể truyện cười được không?,none
Tôi nên đi tour hay tự túc khi du lịch An Giang?,info
"Tôi muốn trải nghiệm văn hóa địa phương ở Thái Nguyên, nên đi đâu?",info
Bạn có thể kể lịch sử của Phú Yên không?,info
Có tour nào đi Thác Datanla 3 ngày 2 đêm không?,info
Bạn biết nhạc sĩ Đen Vâu không?,none
Ai đóng vai chính trong phim Avatar?,none
Có xe buýt đi Hồ Tây không?,info
Cách cài đặt Visual Studio Code thế nào?,none
Ở Bến Tre có phong cảnh đẹp không?,info
Có khách sạn nào ở Đà Lạt phù hợp cho gia đình không?,info
Có chuyến bay nào thẳng đến Buôn Ma Thuột không?,info
Gợi ý cho tôi vài phim Hàn Quốc nổi tiếng đi.,none
Đi Buôn Ma Thuột có an toàn cho trẻ nhỏ không?,info
Tôi nên mua xe máy hay xe đạp điện?,none
Giá đồ ăn ở Đảo Hòn Tre có đắt không?,info
Cách sử dụng Docker trên Windows?,none
Tôi nên ở bao lâu khi đi Tuyên Quang?,info
Top 10 bộ phim hay nhất Netflix là gì?,none
Tôi nên mua xe máy hay xe đạp điện?,none
Nhạc Trịnh hay ở điểm nào?,none
Việt Nam có vào được vòng loại không?,none
Cách tắt chế độ Dark Mode trên Windows?,none
Ở Suối Tiên có cần đặt vé trước không?,info
Du khách thường làm gì khi đến Huế?,info
Phim Titanic công chiếu năm nào?,none
Nên đi Vĩnh Long vào mùa nào là đẹp nhất?,info
Nghệ An có bị ảnh hưởng bởi bão không?,info
Thác Pongour có gần biển không?,info
Tôi nên đặt phòng ở khu nào khi đến Hà Nội?,info
GitHub là gì vậy?,none
Bạn có thể kể top 5 đội bóng mạnh nhất thế giới?,none
Bạn biết nhạc sĩ Đen Vâu không?,none
Tôi nên đặt phòng ở khu nào khi đến Đảo Nam Du?,info
Từ sân bay đến trung tâm Bái Đính bao xa?,info
Tôi nên xem anime nào đầu tiên?,none
Kubernetes dùng để làm gì?,none
Bạn có biết lập trình Python không?,none
Bạn có thể giải thích ChatGPT hoạt động ra sao không?,none
Giá đồ ăn ở Kiên Giang có đắt không?,info
Đảo Thạnh An có hoạt động truyền thống nào thú vị không?,info
Tháng mấy là mùa đẹp nhất ở Phan Rang?,info
Từ Hà Nội đến Quảng Ninh đi bằng gì tiện nhất?,info
Cách sửa lỗi máy tính không vào mạng?,none
Ai đóng vai chính trong phim Avatar?,none
Long An có món nào hợp với người ăn chay không?,info
"Tôi muốn nghe nhạc không lời khi học, gợi ý nhé.",none
Homestay ở Phan Rang có phục vụ ăn sáng không?,info
Bạn có thể chia sẻ kinh nghiệm du lịch Kỳ Co không?,info
Nếu đi Sa Pa vào mùa mưa có sao không?,info
Cách tải phim về điện thoại là sao?,none
Ở Nhà thờ Đức Bà có phong cảnh đẹp không?,info
Ngũ Hành Sơn có bãi biển nào đẹp không?,info
Elon Musk là ai vậy?,none
Nếu đi Châu Đốc vào mùa mưa có sao không?,info
Bạn thích ca sĩ nào nhất?,none
Ở Khánh Hòa có cần đặt vé trước không?,info
Marvel sắp ra phim mới nào vậy?,none
Cách nấu phở bò ngon là gì?,none
Messi đang đá cho đội nào?,none
Hồ Ba Bể có món nào hợp với người ăn chay không?,info
Tôi nên xem anime nào đầu tiên?,none
"Bạn ơi, Mỹ Sơn có gì vui không?",info
Tin tức mới nhất về AI là gì?,none
Cách nấu phở bò ngon là gì?,none
Metaverse là gì vậy?,none
Tôi nên đi tour hay tự túc khi du lịch Sầm Sơn?,info
Tôi nên xem anime nào đầu tiên?,none
Đại Nam có món nào hợp với người ăn chay không?,info
Ai đóng vai chính trong phim Avatar?,none
Bạn có thể kể truyện cười được không?,none
"Tôi muốn học bơi, nên bắt đầu từ đâu?",none
"Tôi nghe nói Chùa Hương có lễ hội rất đông, đúng không?",info
Ở Bắc Kạn có lễ hội gì nổi tiếng không?,info
Bạn có thể kể top 5 đội bóng mạnh nhất thế giới?,none
Phim kinh dị nào đáng sợ nhất?,none
Phim kinh dị nào đáng sợ nhất?,none
"Tôi muốn nghe nhạc không lời khi học, gợi ý nhé.",none
World Cup tổ chức ở đâu năm nay?,none
Thời tiết ở Sao Hỏa ra sao?,none
Nếu tôi đến Châu Đốc thì nên đi đâu đầu tiên?,info
Tôi nên chọn ngành học nào trong tương lai?,none
Việt Nam có vào được vòng loại không?,none
"Tôi muốn học bơi, nên bắt đầu từ đâu?",none
Phim kinh dị nào đáng sợ nhất?,none
Marvel sắp ra phim mới nào vậy?,none
"Tôi muốn giảm cân, nên ăn gì?",none
"Tôi muốn trải nghiệm văn hóa địa phương ở Hồ Ba Bể, nên đi đâu?",info
Nên đi Gia Lai vào mùa nào là đẹp nhất?,info
Có xe buýt đi Huế không?,info
Sơn Tùng M-TP ra bài mới chưa?,none
Ở Vũng Tàu có quán cà phê đẹp nào không?,info
Phú Yên có đặc sản gì không nhỉ?,info
Có bài hát nào đang trend trên TikTok không?,none
Cách chăm sóc mèo con mới đẻ?,none
Ở Quảng Trị có địa điểm nào nên ghé thăm ạ?,info
Cách tính điểm trong bóng rổ là sao?,none
Bạn biết cách làm bánh flan không?,none
Ở Lâm Đồng có khách sạn nào gần điểm du lịch chính không?,info
Có cách nào học nhanh lập trình không?,none
Ở Quảng Trị có quán cà phê đẹp nào không?,info
Châu Đốc có gần biển không?,info
Tỷ giá đô la hôm nay bao nhiêu?,none
"Tôi muốn nghe nhạc Lo-fi, gợi ý giúp với.",none
Top 10 bộ phim hay nhất Netflix là gì?,none
Có thể mua đặc sản Quảng Ninh làm quà ở đâu?,info
"Tôi muốn học bơi, nên bắt đầu từ đâu?",none
Blockchain hoạt động ra sao?,none
Mua iPhone ở đâu uy tín?,none
Bạn biết nhạc sĩ Đen Vâu không?,none
Kubernetes dùng để làm gì?,none
Gợi ý cho tôi vài phim Hàn Quốc nổi tiếng đi.,none
World Cup tổ chức ở đâu năm nay?,none
Tôi nên mang gì khi đi An Giang mùa này?,info
Tháng mấy là mùa đẹp nhất ở Khánh Hòa?,info
Từ Hà Nội đến Thiên Cầm đi bằng gì tiện nhất?,info
Có khách sạn nào ở Sun World Hạ Long phù hợp cho gia đình không?,info
Bạn biết diễn viên Song Joong Ki không?,none
Đảo Lý Sơn có hoạt động truyền thống nào thú vị không?,info
Cách trồng cây xương rồng sao cho không chết?,none
Ở Hội An có khách sạn nào gần điểm du lịch chính không?,info
Homestay ở Đồng Nai có phục vụ ăn sáng không?,info
Có thể thanh toán bằng thẻ ở Cam Ranh không?,info
Tôi nên mua bàn phím cơ loại nào tốt?,none
Có tour nào đi Ninh Thuận 3 ngày 2 đêm không?,info
Ai đóng vai chính trong phim Avatar?,none
Ai vô địch AFF Cup 2022?,none
Blockchain hoạt động ra sao?,none
Ronaldo và Messi ai giỏi hơn?,none
Bạn có thể kể vài truyền thuyết liên quan đến Ba Bể không?,info
Từ Sài Gòn đi Asia Park mất bao lâu?,info
Có tour nào đi Sầm Sơn 3 ngày 2 đêm không?,info
Tôi có thể cắm trại ở Đồng Nai được không?,info
Bạn có thể giới thiệu về Đà Nẵng không?,info
"Tôi muốn học bơi, nên bắt đầu từ đâu?",none
World Cup tổ chức ở đâu năm nay?,none
Có cách nào học nhanh lập trình không?,none
Tháng mấy là mùa đẹp nhất ở Vịnh Hạ Long?,info
Có món ăn nào nhất định phải thử ở Thành phố Hồ Chí Minh không?,info
Ở Bắc Kạn có phong cảnh đẹp không?,info
Thời tiết ở Sao Hỏa ra sao?,none
Nhạc K-pop hiện nay có nhóm nào nổi bật?,none
Messi đang đá cho đội nào?,none
Tôi muốn học tiếng Nhật thì nên bắt đầu từ đâu?,none
"Tôi muốn trải nghiệm văn hóa địa phương ở Đà Nẵng, nên đi đâu?",info
Bạn biết cách làm bánh flan không?,none
Cách tạo playlist trên Spotify là sao?,none
Cách trồng cây xương rồng sao cho không chết?,none
Homestay ở Nam Định có phục vụ ăn sáng không?,info
"Tôi muốn giảm cân, nên ăn gì?",none
Tôi muốn học trí tuệ nhân tạo thì nên bắt đầu từ đâu?,none
Tôi nên xem anime nào đầu tiên?,none
Tôi nên mang gì khi đi Bình Dương mùa này?,info
Có tàu lửa đi Sa Pa không bạn?,info
Ở Bạc Liêu có phong cảnh đẹp không?,info
Bạn gợi ý giúp tôi vài homestay đẹp ở Phan Rang nhé.,info
Phim kinh dị nào đáng sợ nhất?,none
Lễ hội ở Đảo Cù Lao Chàm thường diễn ra vào tháng mấy?,info
Metaverse là gì vậy?,none
Du khách thường làm gì khi đến Phong Nha – Kẻ Bàng?,info
Bạn có biết chỗ nghỉ nào view đẹp ở Đồng Văn không?,info
Sơn Tùng M-TP ra bài mới chưa?,none
Metaverse là gì vậy?,none
GitHub là gì vậy?,none
Cách cài đặt Visual Studio Code thế nào?,none
Lễ hội ở Núi Sam thường diễn ra vào tháng mấy?,info
Có nên thuê hướng dẫn viên khi đi Đảo Thạnh An không?,info
Ở Đất Mũi có phong cảnh đẹp không?,info
Tôi nên đi tour hay tự túc khi du lịch An Giang?,info
Nếu đi Quản Bạ vào mùa mưa có sao không?,info
Có khách sạn nào ở Long Hải phù hợp cho gia đình không?,info
Dân số thế giới hiện tại là bao nhiêu?,none
Ở Đồng Hới có lạnh vào ban đêm không?,info
Đặc sản nổi tiếng ở Trà Vinh là gì vậy?,info
Cách sửa lỗi máy tính không vào mạng?,none
Bạn có thể giải thích ChatGPT hoạt động ra sao không?,none
Nên đi Quản Bạ vào mùa nào là đẹp nhất?,info
Blockchain hoạt động ra sao?,none
Có nên thuê hướng dẫn viên khi đi Vườn quốc gia Phong Nha – Kẻ Bàng không?,info
Tôi nên chọn ngành học nào trong tương lai?,none
Tôi nên chọn ngành học nào trong tương lai?,none
Bạn có thể kể truyện cười được không?,none
Nếu tôi đến Đảo Hòn Tre thì nên đi đâu đầu tiên?,info
Cách chăm sóc mèo con mới đẻ?,none
GitHub là gì vậy?,none
Có tour nào đi Cần Thơ 3 ngày 2 đêm không?,info
Review cho tôi về Bạc Liêu với.,info
"Tôi nghe nói Thái Nguyên có lễ hội rất đông, đúng không?",info
Cách chăm sóc mèo con mới đẻ?,none
Tôi muốn học trí tuệ nhân tạo thì nên bắt đầu từ đâu?,none
Sơn Tùng M-TP ra bài mới chưa?,none
Kon Tum có gần biển không?,info
Đường đến Đồng Văn có dễ đi không?,info
Mua iPhone ở đâu uy tín?,none
Bạn có thể kể vài truyền thuyết liên quan đến Quảng Ngãi không?,info
Giá đồ ăn ở Phú Yên có đắt không?,info
Laptop nào tốt để chơi game?,none
Bạn có thể kể top 5 đội bóng mạnh nhất thế giới?,none
Tôi nên xem anime nào đầu tiên?,none
Ở Lâm Đồng có địa điểm nào nên ghé thăm ạ?,info
Bạn biết nhạc sĩ Đen Vâu không?,none
Sơn Tùng M-TP ra bài mới chưa?,none
Đi Quản Bạ vào cuối tuần có kẹt xe không?,info
"Tôi muốn đi phượt Thành phố Hồ Chí Minh, có nguy hiểm không?",info
Phim kinh dị nào đáng sợ nhất?,none
Có resort nào ven biển ở Hạ Long không?,info
Học Machine Learning có khó không?,none
Bạn có biết lập trình Python không?,none
Tôi có thể cắm trại ở Đảo Hòn Mun được không?,info
Ngôn ngữ lập trình nào phổ biến nhất hiện nay?,none
Bạn có thể giới thiệu về Hạ Long không?,info
Bạn có thể giải thích ChatGPT hoạt động ra sao không?,none
Bạn có biết chỗ nghỉ nào view đẹp ở Đại Nội Huế không?,info
BLACKPINK có mấy thành viên vậy?,none
Làm sao để học tốt tiếng Anh giao tiếp?,none
Bạn có thể kể truyện cười được không?,none
Ngôn ngữ lập trình nào phổ biến nhất hiện nay?,none
Bạn biết cách làm bánh flan không?,none
"Bạn ơi, Kỳ Co có gì vui không?",info
Cách chăm sóc mèo con mới đẻ?,none
Tôi nên mua xe máy hay xe đạp điện?,none
